VerkaufsID,KundenID,ProduktID,Datum,Menge,Region,Land,Supportanfrage,Retoure,Kampagne
V03712,K0044,P002,2023-05-10,4,Berlin,Deutschland,Nein,Nein,Printemps Tech
V03713,K0145,P001,2021-03-17,3,Hamburg,Deutschland,Nein,Ja,Spring Cleaning
V03714,K0021,P005,2025-02-11,3,Berlin,Deutschland,Ja,Nein,AI Everywhere
V03715,K0191,P006,2021-03-08,9,Hamburg,Deutschland,Ja,Nein,Summer Tech
V03716,K0147,P001,2024-06-03,6,Bayern,Deutschland,Nein,Nein,Winter Deals
V03717,K0148,P006,2024-02-22,2,London,Großbritannien,Nein,Nein,Summer Tech
V03718,K0177,P005,2025-01-12,9,Wien,Österreich,Nein,Nein,Printemps Tech
V03719,K0063,P004,2025-05-16,9,Bayern,Deutschland,Nein,Nein,Spring Cleaning
V03720,K0023,P005,2023-07-26,6,Katalonien,Spanien,Nein,Nein,Printemps Tech
V03721,K0177,P001,2023-06-01,10,Wien,Österreich,Nein,Nein,Urban Gardening
V03722,K0029,P003,2024-11-22,7,Nordholland,Niederlande,Ja,Nein,Smart Home Days
V03723,K0149,P003,2021-08-18,3,Lombardei,Italien,Ja,Nein,Summer Tech
V03724,K0130,P007,2021-02-28,6,Lombardei,Italien,Nein,Nein,UK Launch
V03725,K0023,P006,2023-11-11,9,Katalonien,Spanien,Ja,Nein,Urban Gardening
V03726,K0117,P004,2021-03-19,8,NRW,Deutschland,Ja,Nein,Smart Home Days
V03727,K0084,P007,2024-09-06,6,NRW,Deutschland,Nein,Nein,Urban Gardening
V03728,K0006,P002,2024-12-02,8,Île-de-France,Frankreich,Nein,Nein,UK Launch
V03729,K0200,P005,2021-03-29,10,NRW,Deutschland,Ja,Nein,Frühjahr 2025
V03730,K0129,P002,2024-12-06,1,Hamburg,Deutschland,Nein,Nein,AI Everywhere
V03731,K0089,P004,2022-06-11,4,NRW,Deutschland,Nein,Nein,Summer Tech
V03732,K0156,P005,2021-09-09,7,Katalonien,Spanien,Nein,Nein,Summer Tech
V03733,K0125,P001,2023-05-10,9,NRW,Deutschland,Ja,Nein,Frühjahr 2025
V03734,K0065,P005,2024-12-05,3,Berlin,Deutschland,Nein,Nein,Urban Gardening
V03735,K0006,P001,2022-01-25,10,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V03736,K0177,P004,2025-01-20,5,Wien,Österreich,Nein,Nein,Printemps Tech
V03737,K0046,P006,2022-12-21,8,Lombardei,Italien,Ja,Nein,Summer Tech
V03738,K0016,P006,2021-02-22,6,London,Großbritannien,Nein,Nein,Urban Gardening
V03739,K0071,P005,2022-06-05,6,NRW,Deutschland,Nein,Nein,AI Everywhere
V03740,K0124,P005,2024-02-19,4,Île-de-France,Frankreich,Nein,Nein,Business Boost
V03741,K0040,P007,2024-03-03,5,Berlin,Deutschland,Nein,Nein,AI Everywhere
V03742,K0066,P006,2021-12-21,8,Nordholland,Niederlande,Nein,Nein,Smart Home Days
V03743,K0126,P001,2022-08-31,10,London,Großbritannien,Ja,Nein,Urban Gardening
V03744,K0076,P004,2022-04-27,7,Nordholland,Niederlande,Nein,Ja,Smart Home Days
V03745,K0104,P005,2025-04-07,9,Bayern,Deutschland,Ja,Nein,Urban Gardening
V03746,K0170,P006,2025-05-05,5,Île-de-France,Frankreich,Nein,Nein,Printemps Tech
V03747,K0121,P006,2022-11-05,6,NRW,Deutschland,Nein,Nein,Business Boost
V03748,K0056,P002,2023-03-23,2,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V03749,K0075,P003,2023-04-08,7,Katalonien,Spanien,Ja,Nein,Frühjahr 2025
V03750,K0146,P001,2025-02-13,5,NRW,Deutschland,Ja,Nein,Summer Tech
V03751,K0036,P001,2021-08-24,9,Île-de-France,Frankreich,Nein,Nein,AI Everywhere
V03752,K0039,P004,2024-02-21,5,Nordholland,Niederlande,Nein,Nein,Smart Home Days
V03753,K0082,P007,2021-04-30,8,Berlin,Deutschland,Nein,Nein,AI Everywhere
V03754,K0155,P007,2023-01-23,4,Hamburg,Deutschland,Ja,Nein,Frühjahr 2025
V03755,K0168,P004,2024-12-29,6,Nordholland,Niederlande,Ja,Nein,AI Everywhere
V03756,K0055,P006,2023-09-23,5,NRW,Deutschland,Nein,Nein,AI Everywhere
V03757,K0165,P005,2024-08-16,7,Wien,Österreich,Nein,Ja,Smart Home Days
V03758,K0127,P004,2023-10-16,6,Wien,Österreich,Ja,Nein,AI Everywhere
V03759,K0183,P004,2021-05-27,3,Lombardei,Italien,Nein,Nein,Urban Gardening
V03760,K0184,P005,2023-06-17,2,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V03761,K0153,P001,2022-10-10,4,Lombardei,Italien,Nein,Nein,Summer Tech
V03762,K0097,P001,2024-11-09,8,Lombardei,Italien,Nein,Nein,UK Launch
V03763,K0045,P005,2023-05-26,9,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V03764,K0023,P001,2021-01-10,2,Katalonien,Spanien,Ja,Nein,Smart Home Days
V03765,K0012,P007,2022-11-01,9,London,Großbritannien,Nein,Nein,Urban Gardening
V03766,K0102,P005,2022-10-17,7,NRW,Deutschland,Nein,Nein,Urban Gardening
V03767,K0039,P007,2024-09-30,10,Nordholland,Niederlande,Nein,Nein,AI Everywhere
V03768,K0017,P001,2022-06-09,9,Lombardei,Italien,Nein,Nein,Summer Tech
V03769,K0145,P007,2025-06-03,1,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V03770,K0042,P006,2022-11-20,8,Hamburg,Deutschland,Ja,Ja,Spring Cleaning
V03771,K0132,P007,2021-11-16,10,Lombardei,Italien,Nein,Nein,UK Launch
V03772,K0102,P005,2024-01-06,1,NRW,Deutschland,Nein,Nein,Printemps Tech
V03773,K0186,P002,2024-05-05,6,London,Großbritannien,Nein,Nein,Summer Tech
V03774,K0126,P006,2021-01-29,10,London,Großbritannien,Nein,Nein,Summer Tech
V03775,K0132,P003,2021-07-17,10,Lombardei,Italien,Nein,Nein,Winter Deals
V03776,K0018,P004,2024-05-08,1,Lombardei,Italien,Nein,Nein,AI Everywhere
V03777,K0140,P002,2022-02-07,1,Île-de-France,Frankreich,Nein,Nein,Urban Gardening
V03778,K0071,P005,2025-05-28,1,NRW,Deutschland,Nein,Nein,Urban Gardening
V03779,K0185,P002,2021-12-11,7,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V03780,K0066,P003,2024-07-28,8,Nordholland,Niederlande,Nein,Nein,Frühjahr 2025
V03781,K0157,P007,2024-07-05,5,Île-de-France,Frankreich,Nein,Ja,Spring Cleaning
V03782,K0130,P005,2024-01-21,2,Lombardei,Italien,Nein,Nein,Smart Home Days
V03783,K0189,P005,2023-07-24,10,Katalonien,Spanien,Nein,Nein,Frühjahr 2025
V03784,K0153,P006,2024-09-08,4,Lombardei,Italien,Nein,Nein,Winter Deals
V03785,K0178,P004,2024-01-09,8,Wien,Österreich,Ja,Nein,Smart Home Days
V03786,K0033,P001,2023-11-17,2,Berlin,Deutschland,Nein,Nein,AI Everywhere
V03787,K0105,P004,2021-09-12,3,Berlin,Deutschland,Nein,Nein,AI Everywhere
V03788,K0146,P006,2024-12-25,3,NRW,Deutschland,Nein,Nein,AI Everywhere
V03789,K0120,P001,2024-05-13,4,Île-de-France,Frankreich,Nein,Nein,Business Boost
V03790,K0022,P005,2023-05-15,5,Katalonien,Spanien,Nein,Nein,AI Everywhere
V03791,K0128,P002,2023-09-20,3,Katalonien,Spanien,Nein,Nein,Urban Gardening
V03792,K0090,P006,2021-08-25,8,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V03793,K0091,P007,2025-05-07,3,Hamburg,Deutschland,Ja,Nein,Printemps Tech
V03794,K0159,P007,2021-02-15,1,Hamburg,Deutschland,Nein,Nein,AI Everywhere
V03795,K0105,P006,2024-05-12,1,Berlin,Deutschland,Nein,Ja,AI Everywhere
V03796,K0099,P002,2025-02-11,7,Wien,Österreich,Nein,Nein,Smart Home Days
V03797,K0158,P003,2024-05-06,2,NRW,Deutschland,Nein,Nein,Summer Tech
V03798,K0153,P001,2022-05-13,3,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V03799,K0091,P007,2024-11-18,9,Hamburg,Deutschland,Nein,Nein,Summer Tech
V03800,K0183,P002,2021-12-29,7,Lombardei,Italien,Nein,Nein,Business Boost
V03801,K0052,P001,2023-02-13,4,Île-de-France,Frankreich,Nein,Nein,AI Everywhere
V03802,K0195,P004,2022-03-03,8,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V03803,K0186,P003,2025-06-07,8,London,Großbritannien,Nein,Nein,Winter Deals
V03804,K0036,P007,2022-06-23,1,Île-de-France,Frankreich,Nein,Nein,UK Launch
V03805,K0072,P007,2024-10-19,10,London,Großbritannien,Nein,Nein,Business Boost
V03806,K0067,P006,2024-01-05,5,Nordholland,Niederlande,Nein,Nein,Frühjahr 2025
V03807,K0013,P002,2025-01-31,7,Hamburg,Deutschland,Nein,Nein,Business Boost
V03808,K0068,P005,2021-01-11,6,Katalonien,Spanien,Nein,Nein,AI Everywhere
V03809,K0180,P007,2025-01-13,8,Katalonien,Spanien,Nein,Nein,UK Launch
V03810,K0116,P001,2021-10-22,3,Île-de-France,Frankreich,Ja,Nein,Summer Tech
V03811,K0016,P001,2021-06-27,4,London,Großbritannien,Nein,Nein,Frühjahr 2025
V03812,K0154,P001,2023-03-09,8,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V03813,K0191,P001,2021-06-30,3,Hamburg,Deutschland,Nein,Nein,AI Everywhere
V03814,K0197,P006,2021-08-03,9,London,Großbritannien,Nein,Nein,Business Boost
V03815,K0080,P003,2023-04-20,6,Berlin,Deutschland,Nein,Nein,UK Launch
V03816,K0152,P002,2023-11-24,7,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V03817,K0012,P001,2022-07-24,7,London,Großbritannien,Ja,Nein,Frühjahr 2025
V03818,K0196,P001,2021-09-25,2,Île-de-France,Frankreich,Ja,Ja,Winter Deals
V03819,K0084,P002,2024-06-21,1,NRW,Deutschland,Ja,Nein,Smart Home Days
V03820,K0012,P003,2022-07-21,4,London,Großbritannien,Nein,Nein,Printemps Tech
V03821,K0032,P003,2024-01-20,2,London,Großbritannien,Nein,Ja,AI Everywhere
V03822,K0151,P001,2021-03-24,4,NRW,Deutschland,Nein,Nein,Printemps Tech
V03823,K0040,P003,2024-06-06,9,Berlin,Deutschland,Ja,Nein,Business Boost
V03824,K0053,P001,2024-11-29,6,London,Großbritannien,Ja,Nein,Winter Deals
V03825,K0023,P006,2023-11-30,6,Katalonien,Spanien,Nein,Nein,Business Boost
V03826,K0135,P007,2021-07-23,8,Nordholland,Niederlande,Nein,Nein,Frühjahr 2025
V03827,K0043,P004,2023-02-01,9,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V03828,K0087,P001,2021-08-18,10,NRW,Deutschland,Nein,Nein,Printemps Tech
V03829,K0142,P003,2024-08-17,4,Lombardei,Italien,Nein,Nein,AI Everywhere
V03830,K0024,P007,2021-03-07,6,Lombardei,Italien,Nein,Ja,Summer Tech
V03831,K0001,P005,2022-12-18,6,Bayern,Deutschland,Nein,Nein,Printemps Tech
V03832,K0094,P003,2023-03-13,7,Lombardei,Italien,Nein,Nein,Summer Tech
V03833,K0195,P006,2021-05-01,3,Bayern,Deutschland,Nein,Nein,Printemps Tech
V03834,K0101,P005,2021-09-03,3,NRW,Deutschland,Nein,Nein,Summer Tech
V03835,K0142,P006,2021-06-28,1,Lombardei,Italien,Ja,Ja,Business Boost
V03836,K0175,P003,2022-04-07,6,NRW,Deutschland,Nein,Nein,Summer Tech
V03837,K0106,P007,2023-08-22,9,London,Großbritannien,Ja,Nein,UK Launch
V03838,K0027,P007,2024-06-11,3,Berlin,Deutschland,Nein,Nein,Summer Tech
V03839,K0153,P005,2023-01-18,4,Lombardei,Italien,Nein,Nein,Winter Deals
V03840,K0158,P002,2022-08-28,3,NRW,Deutschland,Ja,Nein,Smart Home Days
V03841,K0198,P005,2024-09-20,1,Lombardei,Italien,Nein,Nein,Printemps Tech
V03842,K0116,P002,2022-02-16,7,Île-de-France,Frankreich,Nein,Ja,Printemps Tech
V03843,K0152,P002,2022-05-06,10,Hamburg,Deutschland,Nein,Ja,Smart Home Days
V03844,K0098,P003,2025-05-13,1,Lombardei,Italien,Nein,Ja,AI Everywhere
V03845,K0189,P005,2022-05-28,7,Katalonien,Spanien,Nein,Nein,Winter Deals
V03846,K0189,P003,2025-07-09,6,Katalonien,Spanien,Nein,Nein,AI Everywhere
V03847,K0105,P005,2024-04-21,1,Berlin,Deutschland,Nein,Nein,Smart Home Days
V03848,K0069,P007,2024-07-30,8,Wien,Österreich,Nein,Nein,Business Boost
V03849,K0094,P005,2021-11-23,8,Lombardei,Italien,Nein,Nein,Winter Deals
V03850,K0138,P001,2025-03-04,9,NRW,Deutschland,Ja,Nein,AI Everywhere
V03851,K0188,P007,2024-01-28,1,Hamburg,Deutschland,Ja,Nein,AI Everywhere
V03852,K0141,P005,2025-07-07,3,Wien,Österreich,Ja,Nein,Printemps Tech
V03853,K0022,P002,2021-08-07,5,Katalonien,Spanien,Nein,Nein,Winter Deals
V03854,K0144,P006,2021-08-24,8,Bayern,Deutschland,Nein,Nein,Printemps Tech
V03855,K0183,P007,2022-11-17,2,Lombardei,Italien,Nein,Nein,Urban Gardening
V03856,K0195,P006,2025-03-07,8,Bayern,Deutschland,Nein,Nein,Urban Gardening
V03857,K0182,P002,2025-03-09,5,Berlin,Deutschland,Nein,Ja,Urban Gardening
V03858,K0046,P002,2022-08-16,1,Lombardei,Italien,Nein,Nein,UK Launch
V03859,K0064,P005,2025-04-23,1,Katalonien,Spanien,Nein,Ja,UK Launch
V03860,K0073,P001,2022-09-30,8,Lombardei,Italien,Nein,Nein,Smart Home Days
V03861,K0089,P004,2024-06-11,2,NRW,Deutschland,Nein,Nein,Business Boost
V03862,K0002,P001,2021-10-26,5,Île-de-France,Frankreich,Nein,Nein,Winter Deals
V03863,K0188,P007,2024-03-23,2,Hamburg,Deutschland,Ja,Nein,AI Everywhere
V03864,K0058,P002,2022-02-26,6,Nordholland,Niederlande,Nein,Ja,UK Launch
V03865,K0166,P002,2024-09-18,7,Hamburg,Deutschland,Nein,Nein,UK Launch
V03866,K0099,P003,2022-12-02,8,Wien,Österreich,Nein,Nein,Summer Tech
V03867,K0059,P004,2025-02-27,7,Nordholland,Niederlande,Nein,Nein,Frühjahr 2025
V03868,K0143,P001,2022-05-11,5,Katalonien,Spanien,Nein,Nein,AI Everywhere
V03869,K0045,P001,2021-03-31,8,Berlin,Deutschland,Nein,Nein,Spring Cleaning
V03870,K0171,P002,2023-06-07,8,NRW,Deutschland,Nein,Ja,UK Launch
V03871,K0150,P004,2024-10-06,10,Bayern,Deutschland,Nein,Nein,Winter Deals
V03872,K0074,P001,2021-03-13,7,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V03873,K0160,P002,2024-10-26,4,Wien,Österreich,Nein,Nein,UK Launch
V03874,K0044,P002,2025-04-15,9,Berlin,Deutschland,Nein,Nein,Urban Gardening
V03875,K0200,P001,2022-02-26,5,NRW,Deutschland,Nein,Nein,AI Everywhere
V03876,K0188,P005,2024-09-09,8,Hamburg,Deutschland,Nein,Nein,Printemps Tech
V03877,K0051,P002,2021-01-16,6,Île-de-France,Frankreich,Nein,Nein,Business Boost
V03878,K0161,P003,2023-05-23,3,Berlin,Deutschland,Ja,Nein,Printemps Tech
V03879,K0094,P007,2023-03-13,2,Lombardei,Italien,Nein,Nein,AI Everywhere
V03880,K0014,P004,2024-10-17,7,Wien,Österreich,Nein,Nein,Frühjahr 2025
V03881,K0010,P003,2023-12-10,8,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V03882,K0071,P004,2024-03-26,5,NRW,Deutschland,Nein,Nein,Business Boost
V03883,K0068,P007,2021-07-13,9,Katalonien,Spanien,Ja,Nein,Summer Tech
V03884,K0011,P002,2024-03-31,8,Bayern,Deutschland,Nein,Nein,Smart Home Days
V03885,K0077,P001,2023-01-10,10,Wien,Österreich,Nein,Nein,Frühjahr 2025
V03886,K0156,P001,2023-06-11,10,Katalonien,Spanien,Nein,Nein,UK Launch
V03887,K0032,P007,2025-07-09,8,London,Großbritannien,Ja,Nein,Business Boost
V03888,K0083,P001,2024-07-04,10,London,Großbritannien,Nein,Nein,Printemps Tech
V03889,K0192,P002,2021-07-22,4,Berlin,Deutschland,Nein,Ja,Spring Cleaning
V03890,K0146,P004,2021-04-16,7,NRW,Deutschland,Nein,Nein,AI Everywhere
V03891,K0015,P003,2025-02-05,5,Île-de-France,Frankreich,Nein,Nein,Frühjahr 2025
V03892,K0049,P004,2024-12-10,3,London,Großbritannien,Nein,Nein,Summer Tech
V03893,K0165,P001,2022-01-17,5,Wien,Österreich,Ja,Nein,Spring Cleaning
V03894,K0156,P001,2024-10-13,2,Katalonien,Spanien,Ja,Nein,Winter Deals
V03895,K0050,P003,2022-02-09,8,Hamburg,Deutschland,Nein,Ja,Frühjahr 2025
V03896,K0026,P003,2022-04-21,1,Berlin,Deutschland,Nein,Nein,UK Launch
V03897,K0176,P007,2022-12-30,3,Bayern,Deutschland,Ja,Nein,Winter Deals
V03898,K0169,P005,2022-12-28,6,Nordholland,Niederlande,Nein,Nein,Smart Home Days
V03899,K0047,P006,2025-03-13,7,Bayern,Deutschland,Ja,Nein,Printemps Tech
V03900,K0037,P006,2022-11-02,2,Berlin,Deutschland,Nein,Nein,Summer Tech
V03901,K0115,P003,2023-04-07,9,London,Großbritannien,Nein,Nein,Smart Home Days
V03902,K0091,P002,2022-11-25,8,Hamburg,Deutschland,Nein,Ja,Spring Cleaning
V03903,K0125,P002,2023-04-27,5,NRW,Deutschland,Nein,Nein,Summer Tech
V03904,K0174,P005,2022-05-12,7,Nordholland,Niederlande,Nein,Nein,Business Boost
V03905,K0003,P002,2024-08-22,7,London,Großbritannien,Nein,Nein,AI Everywhere
V03906,K0124,P003,2024-03-07,3,Île-de-France,Frankreich,Nein,Nein,Spring Cleaning
V03907,K0067,P004,2021-10-22,1,Nordholland,Niederlande,Nein,Nein,UK Launch
V03908,K0145,P006,2023-09-25,8,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V03909,K0131,P004,2023-04-21,1,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V03910,K0038,P001,2023-02-02,5,Katalonien,Spanien,Nein,Nein,Printemps Tech
V03911,K0050,P005,2022-08-26,7,Hamburg,Deutschland,Ja,Nein,Printemps Tech
V03912,K0185,P004,2024-06-28,10,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V03913,K0193,P007,2025-06-18,10,NRW,Deutschland,Nein,Nein,Frühjahr 2025
V03914,K0134,P001,2022-10-03,10,Wien,Österreich,Nein,Nein,Winter Deals
V03915,K0138,P001,2025-06-26,9,NRW,Deutschland,Nein,Nein,Spring Cleaning
V03916,K0168,P003,2021-01-12,8,Nordholland,Niederlande,Nein,Nein,AI Everywhere
V03917,K0053,P003,2023-07-01,3,London,Großbritannien,Nein,Nein,Summer Tech
V03918,K0024,P002,2024-09-14,2,Lombardei,Italien,Ja,Nein,Smart Home Days
V03919,K0013,P005,2021-06-01,4,Hamburg,Deutschland,Nein,Ja,UK Launch
V03920,K0029,P001,2023-05-21,7,Nordholland,Niederlande,Ja,Nein,Business Boost
V03921,K0119,P001,2021-12-02,9,Katalonien,Spanien,Nein,Nein,Urban Gardening
V03922,K0072,P002,2022-12-14,2,London,Großbritannien,Nein,Nein,Urban Gardening
V03923,K0104,P001,2024-04-07,5,Bayern,Deutschland,Nein,Nein,Business Boost
V03924,K0012,P005,2025-05-31,5,London,Großbritannien,Nein,Nein,Winter Deals
V03925,K0092,P006,2025-06-01,10,Hamburg,Deutschland,Nein,Nein,Summer Tech
V03926,K0119,P006,2022-05-07,7,Katalonien,Spanien,Nein,Nein,Spring Cleaning
V03927,K0081,P006,2024-10-31,9,Bayern,Deutschland,Nein,Nein,AI Everywhere
V03928,K0067,P005,2023-01-08,3,Nordholland,Niederlande,Ja,Nein,Spring Cleaning
V03929,K0158,P004,2021-01-12,7,NRW,Deutschland,Nein,Nein,Summer Tech
V03930,K0178,P007,2021-10-22,8,Wien,Österreich,Nein,Nein,Winter Deals
V03931,K0052,P002,2025-03-14,3,Île-de-France,Frankreich,Nein,Nein,Summer Tech
V03932,K0081,P006,2025-04-27,1,Bayern,Deutschland,Nein,Nein,Urban Gardening
V03933,K0023,P002,2025-04-14,9,Katalonien,Spanien,Nein,Nein,AI Everywhere
V03934,K0094,P002,2023-09-28,10,Lombardei,Italien,Nein,Nein,Business Boost
V03935,K0072,P007,2022-02-16,6,London,Großbritannien,Nein,Nein,Spring Cleaning
V03936,K0154,P006,2021-09-13,5,Hamburg,Deutschland,Ja,Nein,Business Boost
V03937,K0082,P004,2023-02-25,5,Berlin,Deutschland,Nein,Nein,AI Everywhere
V03938,K0153,P006,2023-08-13,2,Lombardei,Italien,Ja,Nein,Urban Gardening
V03939,K0106,P006,2025-05-29,9,London,Großbritannien,Nein,Nein,Smart Home Days
V03940,K0059,P004,2021-05-27,8,Nordholland,Niederlande,Nein,Nein,Winter Deals
V03941,K0179,P005,2021-03-10,7,Bayern,Deutschland,Nein,Nein,Frühjahr 2025
V03942,K0087,P006,2021-06-07,3,NRW,Deutschland,Ja,Nein,Smart Home Days
V03943,K0098,P001,2023-10-23,10,Lombardei,Italien,Nein,Nein,Smart Home Days
V03944,K0063,P007,2022-02-04,1,Bayern,Deutschland,Nein,Nein,Urban Gardening
V03945,K0190,P005,2025-05-23,8,London,Großbritannien,Nein,Nein,Business Boost
V03946,K0126,P001,2024-11-22,6,London,Großbritannien,Ja,Nein,Business Boost
V03947,K0117,P006,2022-08-28,1,NRW,Deutschland,Nein,Nein,Business Boost
V03948,K0197,P005,2023-03-13,2,London,Großbritannien,Nein,Nein,Summer Tech
V03949,K0180,P007,2023-06-27,10,Katalonien,Spanien,Ja,Nein,Winter Deals
V03950,K0177,P002,2021-12-11,4,Wien,Österreich,Ja,Nein,Summer Tech
V03951,K0141,P003,2021-08-27,9,Wien,Österreich,Nein,Nein,Frühjahr 2025
V03952,K0065,P004,2024-07-09,1,Berlin,Deutschland,Nein,Nein,Frühjahr 2025
V03953,K0034,P003,2021-05-20,10,London,Großbritannien,Nein,Nein,Summer Tech
V03954,K0023,P002,2024-06-06,4,Katalonien,Spanien,Nein,Nein,Frühjahr 2025
V03955,K0126,P007,2024-08-15,6,London,Großbritannien,Ja,Nein,Urban Gardening
V03956,K0005,P007,2021-06-26,9,Berlin,Deutschland,Nein,Nein,AI Everywhere
V03957,K0178,P007,2024-02-03,7,Wien,Österreich,Nein,Ja,AI Everywhere
V03958,K0144,P006,2021-04-24,9,Bayern,Deutschland,Nein,Nein,Urban Gardening
V03959,K0119,P006,2022-04-06,3,Katalonien,Spanien,Nein,Nein,Urban Gardening
V03960,K0167,P001,2023-11-15,7,Katalonien,Spanien,Nein,Nein,AI Everywhere
V03961,K0077,P006,2023-06-23,7,Wien,Österreich,Ja,Nein,AI Everywhere
V03962,K0054,P001,2021-07-28,9,Hamburg,Deutschland,Nein,Nein,Frühjahr 2025
V03963,K0005,P002,2023-09-15,4,Berlin,Deutschland,Nein,Nein,Printemps Tech
V03964,K0073,P001,2022-12-26,10,Lombardei,Italien,Nein,Nein,Smart Home Days
V03965,K0046,P006,2023-11-12,3,Lombardei,Italien,Nein,Nein,Business Boost
V03966,K0171,P004,2025-04-30,5,NRW,Deutschland,Ja,Nein,Urban Gardening
V03967,K0095,P007,2021-05-06,4,NRW,Deutschland,Nein,Nein,Spring Cleaning
V03968,K0105,P003,2023-06-11,2,Berlin,Deutschland,Nein,Nein,Urban Gardening
V03969,K0152,P001,2021-01-01,3,Hamburg,Deutschland,Ja,Nein,UK Launch
V03970,K0142,P001,2023-10-01,10,Lombardei,Italien,Nein,Ja,Summer Tech
V03971,K0098,P001,2023-09-13,7,Lombardei,Italien,Nein,Nein,Winter Deals
V03972,K0130,P002,2025-04-22,4,Lombardei,Italien,Ja,Nein,AI Everywhere
V03973,K0032,P001,2023-06-22,2,London,Großbritannien,Nein,Ja,Spring Cleaning
V03974,K0162,P005,2021-08-16,1,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V03975,K0114,P006,2023-04-09,10,Hamburg,Deutschland,Nein,Nein,Summer Tech
V03976,K0137,P007,2025-05-16,10,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V03977,K0121,P002,2021-05-03,1,NRW,Deutschland,Nein,Nein,Smart Home Days
V03978,K0103,P005,2021-04-14,2,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V03979,K0094,P001,2022-02-05,8,Lombardei,Italien,Nein,Nein,Frühjahr 2025
V03980,K0075,P004,2023-12-07,2,Katalonien,Spanien,Nein,Nein,Spring Cleaning
V03981,K0108,P003,2021-02-27,3,Wien,Österreich,Nein,Nein,Summer Tech
V03982,K0195,P004,2022-12-09,8,Bayern,Deutschland,Nein,Nein,Summer Tech
V03983,K0155,P001,2024-09-17,2,Hamburg,Deutschland,Nein,Nein,UK Launch
V03984,K0092,P002,2023-10-01,8,Hamburg,Deutschland,Nein,Nein,Spring Cleaning
V03985,K0005,P007,2022-05-30,9,Berlin,Deutschland,Nein,Nein,Spring Cleaning
V03986,K0179,P002,2024-01-05,6,Bayern,Deutschland,Nein,Nein,Printemps Tech
V03987,K0177,P002,2021-10-23,8,Wien,Österreich,Nein,Ja,Business Boost
V03988,K0073,P004,2024-09-06,4,Lombardei,Italien,Nein,Nein,Urban Gardening
V03989,K0185,P007,2024-06-05,7,Hamburg,Deutschland,Nein,Nein,Smart Home Days
V03990,K0146,P006,2023-09-29,3,NRW,Deutschland,Ja,Ja,Spring Cleaning
V03991,K0027,P001,2023-06-25,6,Berlin,Deutschland,Ja,Nein,Spring Cleaning
V03992,K0134,P002,2022-02-16,1,Wien,Österreich,Ja,Nein,UK Launch
V03993,K0135,P002,2024-04-11,6,Nordholland,Niederlande,Nein,Nein,Business Boost
V03994,K0199,P007,2021-12-12,5,Katalonien,Spanien,Nein,Nein,Urban Gardening
V03995,K0061,P002,2023-11-11,5,Hamburg,Deutschland,Nein,Nein,Winter Deals
V03996,K0047,P006,2025-05-16,3,Bayern,Deutschland,Nein,Nein,Smart Home Days
V03997,K0178,P007,2021-02-21,8,Wien,Österreich,Nein,Nein,Smart Home Days
V03998,K0036,P002,2021-07-19,2,Île-de-France,Frankreich,Nein,Nein,UK Launch
V03999,K0006,P002,2024-02-23,1,Île-de-France,Frankreich,Ja,Nein,Summer Tech
V04000,K0031,P006,2023-09-07,2,Wien,Österreich,Ja,Nein,Winter Deals
V04001,K0131,P006,2021-08-25,6,Île-de-France,Frankreich,Nein,Nein,Smart Home Days
V04002,K0076,P006,2024-04-01,2,Nordholland,Niederlande,Nein,Nein,Urban Gardening
V04003,K0072,P007,2022-02-10,9,London,Großbritannien,Nein,Nein,Frühjahr 2025
V04004,K0194,P007,2024-04-11,7,Bayern,Deutschland,Ja,Nein,Winter Deals
V04005,K0016,P004,2021-09-23,2,London,Großbritannien,Nein,Nein,Summer Tech
V04006,K0021,P004,2024-07-16,8,Berlin,Deutschland,Nein,Nein,UK Launch
V04007,K0004,P005,2022-05-12,4,NRW,Deutschland,Nein,Ja,UK Launch
V04008,K0032,P007,2024-02-18,3,London,Großbritannien,Nein,Nein,Summer Tech
V04009,K0040,P002,2024-10-04,3,Berlin,Deutschland,Nein,Ja,UK Launch
V04010,K0171,P002,2024-06-18,10,NRW,Deutschland,Nein,Nein,Urban Gardening
V04011,K0046,P004,2023-01-09,1,Lombardei,Italien,Nein,Nein,Summer Tech
